parallel,21.4392
parallel,21.7304
parallel,21.4223
parallel,21.7834
parallel,21.597
parallel,21.5668
parallel,21.6279
parallel,21.5442
parallel,21.7242
parallel,21.4516
parallel,21.5223
parallel,21.165
parallel,21.2387
parallel,21.3503
parallel,21.0714
parallel,21.2521
parallel,20.9748
parallel,21.1007
parallel,21.2605
parallel,21.0636
123456,6e-06
123456,5e-06
123456,6e-06
123456,6e-06
123456,7e-06
123456,7e-06
123456,7e-06
123456,7e-06
123456,6e-06
123456,6e-06
123456,7e-06
123456,8e-06
123456,9e-06
123456,6e-06
123456,7e-06
123456,7e-06
123456,6e-06
123456,7e-06
123456,7e-06
123456,8e-06
hawker1,11.6692
hawker1,11.6686
hawker1,11.6517
hawker1,11.6049
hawker1,11.5765
hawker1,11.5846
hawker1,11.6652
hawker1,11.809
hawker1,11.639
hawker1,11.6999
hawker1,11.649
hawker1,11.6432
hawker1,11.7362
hawker1,11.6557
hawker1,11.7101
hawker1,11.5788
hawker1,11.5645
hawker1,11.7216
hawker1,11.6406
hawker1,11.6303
ac3127,15.2454
ac3127,15.2011
ac3127,15.2054
ac3127,15.2639
ac3127,15.2263
ac3127,15.2341
ac3127,15.0435
ac3127,15.1037
ac3127,15.197
ac3127,15.2203
ac3127,15.2004
ac3127,15.251
ac3127,15.1698
ac3127,15.3247
ac3127,15.068
ac3127,15.2464
ac3127,15.1914
ac3127,15.1886
ac3127,15.2556
ac3127,15.2357
mritaly,8.5969
mritaly,8.59379
mritaly,8.46043
mritaly,8.53184
mritaly,8.52754
mritaly,8.6349
mritaly,8.55015
mritaly,8.5379
mritaly,8.54128
mritaly,8.57601
mritaly,8.53607
mritaly,8.55604
mritaly,8.55671
mritaly,8.53907
mritaly,8.65106
mritaly,8.50494
mritaly,8.41965
mritaly,8.55187
mritaly,8.67533
mritaly,8.56248
